store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
7268756666846583478,16,0,960,0,960,0
1630572092685790853,15,0,900,0,900,0
8937336970477990571,10,0,600,0,600,0
5573042382995353167,15,0,900,0,900,0
2919034318358144116,41,0,2460,0,2460,0
1069175913867471706,12,0,720,0,720,0
875843728245815497,19,0,1140,0,1140,0
674181715362434303,16,0,960,0,960,0
6919205629015311844,0,0,0,0,0,0
5833524886918537002,28,0,1680,0,1680,0
895776572353408414,0,0,0,0,0,0
3128372722755492220,27,0,1620,0,1620,0
7623827925406279462,11,0,660,0,660,0
7380452304013001940,12,0,720,0,720,0
4735020268815610999,23,0,1380,0,1380,0
4379354991255025015,18,0,1080,0,1080,0
586828640680309708,16,0,960,0,960,0
4411708924362315807,17,0,1020,0,1020,0
3602624699088147408,16,0,960,0,960,0
808823578625004293,12,0,720,0,720,0
4537118630493879732,19,0,1140,0,1140,0
6768421287930768369,14,0,840,0,840,0
5204205417198497707,24,0,1440,0,1440,0
6218610446218045507,17,0,1020,0,1020,0
4038122761946492291,16,0,960,0,960,0
4521472232575735964,16,0,960,0,960,0
6164497053337196872,32,0,1920,0,1920,0
2746426715779371861,14,0,840,0,840,0
3592833730880444385,14,0,840,0,840,0
6084129894248182147,16,0,960,0,960,0
2968757472314064027,20,0,1200,0,1200,0
6864988578947949086,19,0,1140,0,1140,0
2341975151855811674,14,0,840,0,840,0
1545419770545519833,16,0,960,0,960,0
3984770485507574882,19,0,1140,0,1140,0
6608528256001332810,13,0,780,0,780,0
2973766607541934236,15,0,900,0,900,0
4079089274955837207,19,0,1140,0,1140,0
4398082883008351949,14,0,840,0,840,0
8191797924941731759,17,0,1020,0,1020,0
2662551240879654986,12,0,720,0,720,0
6891979499390404721,14,0,840,0,840,0
6740922013757682995,11,0,660,0,660,0
7995554789749200173,17,0,1020,0,1020,0
7220973262594195425,18,0,1080,0,1080,0
2547992708873404100,19,0,1140,0,1140,0
4783594666522589213,25,0,1500,0,1500,0
3427928602063028232,17,0,1020,0,1020,0
3871342332526523326,14,0,840,0,840,0
4015395599881112256,16,0,960,0,960,0
1404363152012971654,20,0,1200,0,1200,0
2097768219460516447,22,0,1320,0,1320,0
504331488096931942,15,0,900,0,900,0
774816811015287446,11,0,660,0,660,0
7223258670951219118,11,0,660,0,660,0
4467068553511405146,18,0,1080,0,1080,0
2107578749059541867,13,0,780,0,780,0
5542499542228920905,15,0,900,0,900,0
5036997234964374401,10,0,600,0,600,0
7184588537939096369,15,0,900,0,900,0
3261499711683468740,11,0,660,0,660,0
4336560822635846731,11,0,660,0,660,0
5750671646927722816,26,0,1560,0,1560,0
5219832925489842912,16,0,960,0,960,0
6034454880939136883,13,0,780,0,780,0
1209276477146037485,17,0,1020,0,1020,0
8915497710891717822,17,0,1020,0,1020,0
8335674997994907960,32,0,1920,0,1920,0
8911368470440272064,15,0,900,0,900,0
8315395491061125019,14,0,840,0,840,0
1670544066363019946,18,0,1080,0,1080,0
3211772869478790020,21,0,1260,0,1260,0
3851218396063293521,17,0,1020,0,1020,0
377793925363054037,19,0,1140,0,1140,0
1166676227748031010,22,0,1320,0,1320,0
3794745111072104224,20,0,1200,0,1200,0
2454029148522845822,17,0,1020,0,1020,0
2123709446545200911,25,0,1500,0,1500,0
572367105408911827,34,0,2040,0,2040,0
4418964457147479291,3,0,180,0,180,0
2997579043198108695,16,0,960,0,960,0
438626569442631056,10,0,600,0,600,0
1300195604760986700,16,0,960,0,960,0
22284400831843180,35,0,2100,0,2100,0
4169529855775714048,16,0,960,0,960,0
2422785024605135486,16,0,960,0,960,0
7293080882699237692,20,0,1200,0,1200,0
3283492708296652331,15,0,900,0,900,0
9204962793113048005,20,0,1200,0,1200,0
8190956604937856935,28,0,1680,0,1680,0
12572597046904092,15,0,900,0,900,0
2720338911902135987,19,0,1140,0,1140,0
1964438083180033038,20,0,1200,0,1200,0
6037899105612538467,15,0,900,0,900,0
734323051093970964,9,0,540,0,540,0
3919389831997155147,0,0,0,0,0,0
5658462824509404128,18,0,1080,0,1080,0
8177720468539840951,21,0,1260,0,1260,0
5159224775776161342,12,0,720,0,720,0
6908316526509204317,23,0,1380,0,1380,0
3365112782906864805,15,0,900,0,900,0
869150141145156759,0,0,0,0,0,0
305363387441199517,21,0,1260,0,1260,0
997236235537428986,0,0,0,0,0,0
5871853780593130581,0,0,0,0,0,0
7135524174341196737,9,0,540,0,540,0
1394442644196079980,26,0,1560,0,1560,0
3747425348180577836,0,0,0,0,0,0
520015528942543172,19,0,1140,0,1140,0
2318974247451405361,0,0,0,0,0,0
7435565125869901349,17,0,1020,0,1020,0
7312749566689098421,18,0,1080,0,1080,0
2225219938220197351,17,0,1020,0,1020,0
4476869609123006590,19,0,1140,0,1140,0
4213908551193210953,24,0,1440,0,1440,0
1587477617198682096,19,0,1140,0,1140,0
6642226438879069200,18,0,1080,0,1080,0
4395651411285274624,23,0,1380,0,1380,0
8705773233781333649,18,0,1080,0,1080,0
6957083785738308678,17,0,1020,0,1020,0
3442819202743257753,24,0,1440,0,1440,0
8452777618327034567,15,0,900,0,900,0
8235697395119495581,20,0,1200,0,1200,0
3727388910970924909,17,0,1020,0,1020,0
9120820641756682904,17,0,1020,0,1020,0
763392497407400668,14,0,840,0,840,0
5101602669688294040,12,0,720,0,720,0
7086435603849754290,15,0,900,0,900,0
8259284697786574445,13,0,780,0,780,0
455892546794002902,16,0,960,0,960,0
5417817040098224708,16,0,960,0,960,0
5148120740979132855,30,0,1800,0,1800,0
4690649169739490101,17,0,1020,0,1020,0
2888096798405660999,0,0,0,0,0,0
8696038038286752423,35,0,2100,0,2100,0
3470900862425905960,0,0,0,0,0,0
1635446939766206435,19,0,1140,0,1140,0
8267923592375072933,12,0,720,0,720,0
5377438829284291498,24,0,1440,0,1440,0
3552741199582169178,22,0,1320,0,1320,0
47157457861946118,13,0,780,0,780,0
7538095597952574524,0,0,0,0,0,0
5946972083867051183,25,0,1500,0,1500,0
832805588784302237,20,0,1200,0,1200,0
8262021469770954476,13,0,780,0,780,0
8766210349431611465,16,0,960,0,960,0
5524798464292066453,11,0,660,0,660,0
4772969502332673731,18,0,1080,0,1080,0
789887362181120709,12,0,720,0,720,0
9180605269446109669,19,0,1140,0,1140,0
529576847534058093,18,0,1080,0,1080,0
5616679962071175485,13,0,780,0,780,0
5332157939881542521,21,0,1260,0,1260,0
9057426267913393193,29,0,1740,0,1740,0
6654163885034420297,0,0,0,0,0,0
1744483568407217219,13,0,780,0,780,0
267404321924500393,32,0,1920,0,1920,0
1784034335481747558,31,0,1860,0,1860,0
3648537204824103115,17,0,1020,0,1020,0
570004961483694663,15,0,900,0,900,0
6833201851828843752,0,0,0,0,0,0
1689984988800150859,0,0,0,0,0,0
3565831738235015999,18,0,1080,0,1080,0
6461395558733160426,17,0,1020,0,1020,0
1777282730371939903,19,0,1140,0,1140,0
1937538723965003587,16,0,960,0,960,0
1808989152641637846,19,0,1140,0,1140,0
3135240072047027779,18,0,1080,0,1080,0
6229719287924297334,16,0,960,0,960,0
7435903762580226016,0,0,0,0,0,0
173008600959739084,0,0,0,0,0,0
4565647203555971306,23,0,1380,0,1380,0
3138536121858156832,0,0,0,0,0,0
4061572316682445820,19,0,1140,0,1140,0
4670600325857127004,0,0,0,0,0,0
2540298773612420171,22,0,1320,0,1320,0
8856540638510260904,14,0,840,0,840,0
4766824697735125732,14,0,840,0,840,0
6434273721932976366,25,0,1500,0,1500,0
200167416351454357,12,0,720,0,720,0
5208458680085208410,14,0,840,0,840,0
4363173458055484635,17,0,1020,0,1020,0
5795061856826115010,13,0,780,0,780,0
6900503045082626780,20,0,1200,0,1200,0
2932579304093439013,13,0,780,0,780,0
9176290774634823041,14,0,840,0,840,0
901663360965797831,29,0,1740,0,1740,0
7771293565212721563,17,0,1020,0,1020,0
6829642666030393819,20,0,1200,0,1200,0
4712766658155927281,20,0,1200,0,1200,0
3179301914948517223,13,0,780,0,780,0
8469745967768965069,20,0,1200,0,1200,0
758519570375246396,18,0,1080,0,1080,0
2261418091905381714,18,0,1080,0,1080,0
1748484963257356304,24,0,1440,0,1440,0
1291616343717800594,19,0,1140,0,1140,0
2832816835981192335,24,0,1440,0,1440,0
6550872265195825149,14,0,840,0,840,0
554867581952741474,16,0,960,0,960,0
8008203353008736898,19,0,1140,0,1140,0
3575642812735682569,23,0,1380,0,1380,0
7232252472638076370,17,0,1020,0,1020,0
1312468396215948841,16,0,960,0,960,0
8656974969835091987,13,0,780,0,780,0
1280895621280357418,13,0,780,0,780,0
1168158950802293436,12,0,720,0,720,0
231472248821231732,22,0,1320,0,1320,0
1213381968396960584,32,0,1920,0,1920,0
871696124274661954,8,0,480,0,480,0
8158574425503693718,19,0,1140,0,1140,0
8423868630704717172,17,0,1020,0,1020,0
7590618677812053672,13,0,780,0,780,0
6901126760053929802,18,0,1080,0,1080,0
3627697585993910104,15,0,900,0,900,0
4572534727029866113,11,0,660,0,660,0
731968556305490274,17,0,1020,0,1020,0
7799427948315267498,16,0,960,0,960,0
6358850518527971767,17,0,1020,0,1020,0
2252311616296972219,17,0,1020,0,1020,0
191331733720214713,32,0,1920,0,1920,0
1192951921915455127,17,0,1020,0,1020,0
8722530629876555495,10,0,600,0,600,0
8085741570232635350,26,0,1560,0,1560,0
8549361458818026633,18,0,1080,0,1080,0
6278766107458876461,24,0,1440,0,1440,0
6031267761590356232,21,0,1260,0,1260,0
1738942186324521371,35,0,2100,0,2100,0
6270949457738422739,21,0,1260,0,1260,0
5819319286020376093,0,0,0,0,0,0
5642497509732673610,0,0,0,0,0,0
3747618927115039264,19,0,1140,0,1140,0
3248296789483413769,23,0,1380,0,1380,0
4047403721236143104,0,0,0,0,0,0
4248854976462323200,12,0,720,0,720,0
7424505374009570477,16,0,960,0,960,0
5014360692528129219,22,0,1320,0,1320,0
7782672185065414519,33,0,1980,0,1980,0
5789400892189485648,0,0,0,0,0,0
4749681339281475863,28,0,1680,0,1680,0
5895262759392115974,25,0,1500,0,1500,0
7062408332581606161,24,0,1440,0,1440,0
4461353840131243850,10,0,600,0,600,0
1829038066844761838,15,0,900,0,900,0
5812126343451879206,25,0,1500,0,1500,0
4045915898999171400,27,0,1620,0,1620,0
26346307409368308,25,0,1500,0,1500,0
6603168413379009589,19,0,1140,0,1140,0
8736571289905995723,20,0,1200,0,1200,0
8912355661513070122,12,0,720,0,720,0
9059665149056396283,17,0,1020,0,1020,0
3396099702754121941,19,0,1140,0,1140,0
2760430554103924395,24,0,1440,0,1440,0
73491667571474362,22,0,1320,0,1320,0
4760029431502257886,3,0,180,0,180,0
3202485347075400484,15,0,900,0,900,0
1050110736424701586,17,0,1020,0,1020,0
9206536213770520585,15,0,900,0,900,0
6077393195994122930,12,0,720,0,720,0
8909496802192683651,19,0,1140,0,1140,0
1230398065636822664,20,0,1200,0,1200,0
6103400722605449439,21,0,1260,0,1260,0
5152004392006917947,14,0,840,0,840,0
1331024213382891761,18,0,1080,0,1080,0
6245188236554378094,14,0,840,0,840,0
4760441459813349901,17,0,1020,0,1020,0
4374942605696419037,12,0,720,0,720,0
8709010151696049596,11,0,660,0,660,0
3909888823169545461,15,0,900,0,900,0
7587329580270461651,16,0,960,0,960,0
8135719774016391271,13,0,780,0,780,0
2328922577549224385,30,0,1800,0,1800,0
7476419808990473219,16,0,960,0,960,0
1600782661161589441,19,0,1140,0,1140,0
6733237055193900849,19,0,1140,0,1140,0
5423278778747940477,0,0,0,0,0,0
745608695776670852,14,0,840,0,840,0
6025618707296646412,17,0,1020,0,1020,0
350773269257067104,18,0,1080,0,1080,0
6607276488844666604,13,0,780,0,780,0
2801161018595246803,14,0,840,0,840,0
6243878889832386076,26,0,1560,0,1560,0
5583858332520846678,13,0,780,0,780,0
8014855622614823439,15,0,900,0,900,0
4745963958616336184,0,0,0,0,0,0
4572155471626501081,0,0,0,0,0,0
2236049548352526357,22,0,1320,0,1320,0
5291732446265576088,17,0,1020,0,1020,0
5584037083213462840,0,0,0,0,0,0
4980199276146020371,19,0,1140,0,1140,0
7377781252509249770,22,0,1320,0,1320,0
7728374954598545135,15,0,900,0,900,0
6145374363035992256,15,0,900,0,900,0
8561928707963262710,12,0,720,0,720,0
2027378754189802522,15,0,900,0,900,0
1479710288891933797,14,0,840,0,840,0
3806273821496549274,16,0,960,0,960,0
145837327256477189,13,0,780,0,780,0
6339005690288403970,36,0,2160,0,2160,0
3040496153321072897,18,0,1080,0,1080,0
3324627668005357668,17,0,1020,0,1020,0
8104581577381117993,13,0,780,0,780,0
2967049083311293817,14,0,840,0,840,0
4997502274877708127,38,0,2280,0,2280,0
7986888914569899535,18,0,1080,0,1080,0
5449809553492927759,18,0,1080,0,1080,0
8462971639795075772,26,0,1560,0,1560,0
1856951586440652574,21,0,1260,0,1260,0
4610282578228966959,12,0,720,0,720,0
732239489643886995,20,0,1200,0,1200,0
254936496134140541,26,0,1560,0,1560,0
3439809036631514585,19,0,1140,0,1140,0
6160914795278193489,14,0,840,0,840,0
5402033390565236476,17,0,1020,0,1020,0
3253286870470060337,17,0,1020,0,1020,0
3466789754048015806,15,0,900,0,900,0
8307653310468925385,22,0,1320,0,1320,0
2680918734581318636,11,0,660,0,660,0
6977601538313351528,14,0,840,0,840,0
38331274599366702,14,0,840,0,840,0
1964368946793610103,15,0,900,0,900,0
155188683674693066,9,0,540,0,540,0
6036187508484960615,11,0,660,0,660,0
4685220197842530426,14,0,840,0,840,0
7089229595496957470,16,0,960,0,960,0
8034091651201093074,23,0,1380,0,1380,0
8523052235820259321,16,0,960,0,960,0
2700861810192743230,16,0,960,0,960,0
56010561297809355,15,0,900,0,900,0
4071500638080696966,10,0,600,0,600,0
6451990592605289918,15,0,900,0,900,0
2343002123616261145,16,0,960,0,960,0
6487812767275572711,17,0,1020,0,1020,0
5301149089444945306,20,0,1200,0,1200,0
5317714401882520817,18,0,1080,0,1080,0
2249493758548607842,20,0,1200,0,1200,0
3670009556162602795,20,0,1200,0,1200,0
6466180143988760998,27,0,1620,0,1620,0
5228523973235102150,24,0,1440,0,1440,0
4660374052648341046,20,0,1200,0,1200,0
1090423191169208954,14,0,840,0,840,0
6895144407747508687,14,0,840,0,840,0
128235168101517102,11,0,660,0,660,0
1260983426069285442,17,0,1020,0,1020,0
6086066595348062614,30,0,1800,0,1800,0
2803214099910329288,20,0,1200,0,1200,0
3158966468489738705,38,0,2280,0,2280,0
5130517449043818815,4,0,240,0,240,0
3629377836720265233,15,0,900,0,900,0
5635111150622858294,33,0,1980,0,1980,0
5356495771739104565,14,0,840,0,840,0
4508359516931257675,25,0,1500,0,1500,0
1251288768714057829,15,0,900,0,900,0
3767574309250544663,17,0,1020,0,1020,0
1607729202353412665,27,0,1620,0,1620,0
5466866913508747678,38,0,2280,0,2280,0
2973395234192900794,30,0,1800,0,1800,0
1048487412286895027,35,0,2100,0,2100,0
5022853058829617123,18,0,1080,0,1080,0
5621367600401473806,15,0,900,0,900,0
7517990400651628849,25,0,1500,0,1500,0
3613772754770267286,33,0,1980,0,1980,0
1959556095538358623,26,0,1560,0,1560,0
6974577199006152091,18,0,1080,0,1080,0
5673474188305880803,16,0,960,0,960,0
4948823868582115213,30,0,1800,0,1800,0
2468255198237381620,20,0,1200,0,1200,0
3156881220641178348,14,0,840,0,840,0
2060241437292225093,23,0,1380,0,1380,0
7158422914384811015,17,0,1020,0,1020,0
4107272668504966777,16,0,960,0,960,0
1003713923115890238,17,0,1020,0,1020,0
4880977789944408509,20,0,1200,0,1200,0
550715277533068101,14,0,840,0,840,0
219695402222975151,14,0,840,0,840,0
358227328268464841,18,0,1080,0,1080,0
4319847457369554750,20,0,1200,0,1200,0
5996396065338464202,0,0,0,0,0,0
8729844805888730809,23,0,1380,0,1380,0
2374380461254510574,17,0,1020,0,1020,0
4764684213365298240,22,0,1320,0,1320,0
6506837768341857196,16,0,960,0,960,0
5867055107623980208,5,0,300,0,300,0
7285025333367797175,12,0,720,0,720,0
7200830230926347246,25,0,1500,0,1500,0
8214452947329112388,17,0,1020,0,1020,0
2687435974295642717,17,0,1020,0,1020,0
3169637474751630128,14,0,840,0,840,0
5656018764605910094,36,0,2160,0,2160,0
5796274302765312320,23,0,1380,0,1380,0
2296917342909950827,16,0,960,0,960,0
7702451367414536121,14,0,840,0,840,0
5821169641032005277,30,0,1800,0,1800,0
4100998700737900269,40,0,2400,0,2400,0
3121802272790676455,33,0,1980,0,1980,0
3589675671794598999,17,0,1020,0,1020,0
2057471321086240879,23,0,1380,0,1380,0
5919783007635819726,1,0,60,0,60,0
1042980416206099690,18,0,1080,0,1080,0
4619267007568913465,12,0,720,0,720,0
2907584799641481123,24,0,1440,0,1440,0
4284655483818461519,17,0,1020,0,1020,0
3658551642872715656,13,0,780,0,780,0
2880063332304601318,18,0,1080,0,1080,0
785535519923107474,11,0,660,0,660,0
3979734616819094992,26,0,1560,0,1560,0
8586165988377528596,15,0,900,0,900,0
7206381619567002665,11,0,660,0,660,0
2003358034507611073,13,0,780,0,780,0
1305749492512058509,19,0,1140,0,1140,0
438538086671316417,17,0,1020,0,1020,0
8664487297266015228,17,0,1020,0,1020,0
1663598864633213553,7,0,420,0,420,0
2030701550166610417,39,0,2340,0,2340,0
877141801008701934,16,0,960,0,960,0
4638405750661533115,10,0,600,0,600,0
7205070579883686215,14,0,840,0,840,0
3895431056616540077,9,0,540,0,540,0
2077618059379555920,15,0,900,0,900,0
5091709972241384490,16,0,960,0,960,0
8396227744136628622,12,0,720,0,720,0
7956927809604369858,23,0,1380,0,1380,0
809290249136909373,0,0,0,0,0,0
137875932477977592,16,0,960,0,960,0
1876853883705365076,15,0,900,0,900,0
2118260901698367469,22,0,1320,0,1320,0
7433398711719243797,9,0,540,0,540,0
5570215241536980129,14,0,840,0,840,0
7535412366097548723,12,0,720,0,720,0
8391524178313852249,11,0,660,0,660,0
3551223268508178731,18,0,1080,0,1080,0
8516066165731166811,20,0,1200,0,1200,0
6486659948271228339,19,0,1140,0,1140,0
7185648782998525210,9,0,540,0,540,0
8750744863323423335,16,0,960,0,960,0
9199122891375652092,15,0,900,0,900,0
2939887537077955524,13,0,780,0,780,0
621023192449568129,18,0,1080,0,1080,0
461925840980287263,26,0,1560,0,1560,0
6680458122072346069,27,0,1620,0,1620,0
8431870774141801196,5,0,300,0,300,0
4775082116809032380,13,0,780,0,780,0
4156739902828553236,16,0,960,0,960,0
5259619998391228814,15,0,900,0,900,0
6273637949509729534,20,0,1200,0,1200,0
8899336205450562990,2,0,120,0,120,0
2586280666587313237,14,0,840,0,840,0
4612886666712811009,24,0,1440,0,1440,0
6518644849636144914,22,0,1320,0,1320,0
5873288281145659541,30,0,1800,0,1800,0
76703009444581800,17,0,1020,0,1020,0
1660456745526991929,13,0,780,0,780,0
6815312201538049379,14,0,840,0,840,0
3182296056281221799,0,0,0,0,0,0
3618391040913098956,16,0,960,0,960,0
6590602991709207617,16,0,960,0,960,0
1339588905838967526,32,0,1920,0,1920,0
2577455701502992591,14,0,840,0,840,0
2542787824689290301,16,0,960,0,960,0
6108971205781098565,25,0,1500,0,1500,0
5976771470795225249,0,0,0,0,0,0
3733652216186037518,38,0,2280,0,2280,0
8515314761937876760,14,0,840,0,840,0
1009358099378516398,0,0,0,0,0,0
336149300159952357,17,0,1020,0,1020,0
807795446744791539,18,0,1080,0,1080,0
4532390387884227288,32,0,1920,0,1920,0
816558279611975380,17,0,1020,0,1020,0
8277191538724971492,18,0,1080,0,1080,0
5483322820273501352,20,0,1200,0,1200,0
8090405497777874220,15,0,900,0,900,0
1195863916137260984,18,0,1080,0,1080,0
1080245494597782861,17,0,1020,0,1020,0
448947650784082297,14,0,840,0,840,0
5369810155249429878,18,0,1080,0,1080,0
1884468051370103407,31,0,1860,0,1860,0
2870753273077640249,23,0,1380,0,1380,0
8831995632492400889,31,0,1860,0,1860,0
5297639967056493009,22,0,1320,0,1320,0
2727814058680719480,15,0,900,0,900,0
8400545152596600786,18,0,1080,0,1080,0
7755093122895039788,24,0,1440,0,1440,0
8440288822899677247,15,0,900,0,900,0
1485662334688321286,17,0,1020,0,1020,0
1310931151748296162,13,0,780,0,780,0
1261100259311551870,25,0,1500,0,1500,0
712796944451411448,20,0,1200,0,1200,0
1320884518253820745,21,0,1260,0,1260,0
8957564409329106783,10,0,600,0,600,0
168365839720755693,38,0,2280,0,2280,0
3733328457465971628,27,0,1620,0,1620,0
5514235807464272756,17,0,1020,0,1020,0
5520023324907295697,12,0,720,0,720,0
2322887968083387788,27,0,1620,0,1620,0
5748443120724306083,38,0,2280,0,2280,0
3511707858183177226,13,0,780,0,780,0
2096150739327584921,19,0,1140,0,1140,0
7789943684434476174,12,0,720,0,720,0
2179493412815945910,37,0,2220,0,2220,0
597170428245480144,4,0,240,0,240,0
6104774241364058349,34,0,2040,0,2040,0
1545869218771707853,20,0,1200,0,1200,0
3770336430042470748,17,0,1020,0,1020,0
2247627932001327418,33,0,1980,0,1980,0
1282771415198600294,14,0,840,0,840,0
7579895440593717695,15,0,900,0,900,0
8989743719026614525,13,0,780,0,780,0
2644506338402062871,13,0,780,0,780,0
6785999827650253725,12,0,720,0,720,0
2202891728590810295,7,0,420,0,420,0
3186178442210385316,15,0,900,0,900,0
5869381323010290454,17,0,1020,0,1020,0
1004567882358859299,16,0,960,0,960,0
6530251723612359488,0,0,0,0,0,0
3599251204194727910,18,0,1080,0,1080,0
5776222098578430506,30,0,1800,0,1800,0
8088407484428563722,0,0,0,0,0,0
8549121451544958621,0,0,0,0,0,0
6821485434927219013,0,0,0,0,0,0
6666138064349946058,16,0,960,0,960,0
7497560946026069583,17,0,1020,0,1020,0
4141749055574117942,16,0,960,0,960,0
5534221444308703797,13,0,780,0,780,0
4139118567274452639,14,0,840,0,840,0
1355447201287842379,7,0,420,0,420,0
3068321467557784877,15,0,900,0,900,0
6911306945187502945,17,0,1020,0,1020,0
5478544582602120015,23,0,1380,0,1380,0
5414449424198215116,16,0,960,0,960,0
5812184481899750171,31,0,1860,0,1860,0
2204171912542623654,19,0,1140,0,1140,0
1178964235062641776,20,0,1200,0,1200,0
9062987350671531531,18,0,1080,0,1080,0
6689038248833401652,16,0,960,0,960,0
522311278761357634,16,0,960,0,960,0
3452270805833890980,12,0,720,0,720,0
1181336060537986213,14,0,840,0,840,0
5378168601770882928,16,0,960,0,960,0
836466127358265431,19,0,1140,0,1140,0
707024955413042368,20,0,1200,0,1200,0
5181711279427446584,21,0,1260,0,1260,0
1007392278459573100,18,0,1080,0,1080,0
9037966544828433362,13,0,780,0,780,0
9169793819755412236,14,0,840,0,840,0
1057525043621726214,22,0,1320,0,1320,0
8330426644201661507,0,0,0,0,0,0
3943314180697878211,20,0,1200,0,1200,0
4645782936919163215,15,0,900,0,900,0
